"protein_group","abundance_control_1","abundance_control_2","abundance_control_3","abundance_infected_1","abundance_infected_2","abundance_infected_3","number_of_peptides_control_1","number_of_peptides_control_2","number_of_peptides_control_3","number_of_peptides_infected_1","number_of_peptides_infected_2","number_of_peptides_infected_3","differential_abundance_pvalue_control_vs_infected","differential_abundance_qvalue_control_vs_infected","log_ratios_control_vs_infected"
"sp|P17751|TPIS_MOUSE",-16.2926533902,-16.7183402253,-17.5560003092,-16.7809737113,-16.6040845887,-16.4341536649,5,3,4,4,3,4,0.505423197492163,0.831578947368421,-0.249260653266671
"sp|P17918|PCNA_MOUSE",NA,NA,NA,-16.637655841,-16.6222860629,-16.852349682,NA,NA,1,2,2,2,NA,NA,NA
"sp|P18654|KS6A3_MOUSE",-20.0229042663,NA,NA,-19.7159784484,-19.5467740301,NA,2,2,2,2,2,3,NA,NA,NA
"sp|P18760|COF1_MOUSE",-15.6911156113,-15.2980202377,-14.2273518982,-14.6953361181,-15.4040242759,-15.0762686633,17,17,16,16,15,13,0.915409090909091,0.929712460063898,-0.0136195633000007
"sp|P19253|RL13A_MOUSE",-16.3995804975,-16.9205354623,-16.6877851463,-16.8628877012,-16.8393933265,-17.2440913363,9,8,9,9,7,11,0.389849529780564,0.797385620915033,0.312823752633332
"sp|P19536|COX5B_MOUSE",-16.9263212456,-16.880658143,NA,NA,NA,-16.8104308549,3,2,NA,1,1,2,NA,NA,NA
"sp|P19783|COX41_MOUSE",-16.0285292429,-16.1682787711,-15.4279328076,-17.5189657841,-15.7891701756,-16.3104691596,3,3,4,4,4,4,0.13591065830721,0.709677419354839,0.664621432566669
"sp|P19973|LSP1_MOUSE",-18.536198471,NA,NA,-18.4949785574,-18.48221446,NA,3,2,1,2,1,2,NA,NA,NA
"sp|P20029|BIP_MOUSE",-17.4029176615,-16.9796641885,-17.5354611136,-16.4864808759,-17.3970948628,-16.7211596879,12,10,12,11,13,17,0.262432601880878,0.758928571428571,-0.437769179
"sp|P20060|HEXB_MOUSE",NA,-19.2299134753,NA,NA,NA,-19.3954314386,1,2,2,1,NA,2,NA,NA,NA
"sp|P20065|TYB4_MOUSE",-13.0519133452,-12.9876611687,-13.2697340968,-14.3258673958,-13.366723299,-13.1742075062,4,4,4,4,4,4,0.204141065830721,0.741573033707865,0.519163196766666
"sp|P20108|PRDX3_MOUSE",NA,NA,NA,NA,NA,-18.1021000242,5,4,4,4,4,4,NA,NA,NA
"sp|P20152|VIME_MOUSE",-17.0316905856,-17.3294756207,-16.8792423523,-15.996218888,-17.3256757255,-16.5932948675,24,25,17,20,19,24,0.268778996865204,0.758928571428571,-0.441739692533336
"sp|P21107|TPM3_MOUSE",-16.1725552236,-16.0496464283,-16.2143504557,-17.2885150089,-16.6941676472,-17.5529022511,10,9,8,9,8,8,0.0226426332288401,0.55,1.0330109332
"sp|P21619|LMNB2_MOUSE",-19.0214981209,-17.9402569454,NA,NA,NA,NA,7,8,4,2,3,8,NA,NA,NA
"sp|P23198|CBX3_MOUSE",NA,NA,NA,NA,-17.5807556197,NA,5,5,4,4,3,5,NA,NA,NA
"sp|P24063|ITAL_MOUSE",NA,NA,NA,NA,-20.2226489901,NA,2,1,NA,3,3,3,NA,NA,NA
"sp|P24270|CATA_MOUSE",-19.3735486632,NA,NA,NA,NA,NA,3,2,1,2,1,1,NA,NA,NA
"sp|P24369|PPIB_MOUSE",NA,NA,-16.7609339156,NA,NA,-17.8331148887,5,6,4,4,5,4,NA,NA,NA
"sp|P24452|CAPG_MOUSE",-18.8810191053,NA,-18.3621168074,NA,-18.2558656625,NA,3,3,3,2,3,1,NA,NA,NA
"sp|P24527|LKHA4_MOUSE",-18.7977458795,-17.3504069447,-18.9094061637,-19.2408957645,-18.1967782501,-19.1652098482,6,7,6,6,7,5,0.23082131661442,0.754901960784314,0.515108291633332
"sp|P24547|IMDH2_MOUSE",NA,NA,NA,NA,NA,-19.1569286862,2,2,1,4,1,2,NA,NA,NA
"sp|P24668|MPRD_MOUSE",NA,NA,NA,NA,NA,-18.1897217733,2,NA,2,2,2,2,NA,NA,NA
"sp|P25206|MCM3_MOUSE",NA,NA,NA,-19.6299011906,NA,-19.9259939006,1,NA,NA,4,2,4,NA,NA,NA
"sp|P25444|RS2_MOUSE",NA,NA,-17.7962329925,NA,NA,-17.1742831255,10,11,10,8,12,10,NA,NA,NA
"sp|P25911|LYN_MOUSE",NA,NA,NA,NA,NA,-19.5853936537,1,NA,NA,NA,2,2,NA,NA,NA
"sp|P25976|UBF1_MOUSE",NA,NA,NA,-19.3944987005,NA,NA,3,4,1,2,NA,1,NA,NA,NA
"sp|P26039|TLN1_MOUSE",-19.2281006536,-19.5906264756,-19.8494778395,-19.2243502828,-19.6373746375,-18.7951379283,23,24,21,22,24,26,0.371172413793103,0.797385620915033,-0.337114040033335
"sp|P26040|EZRI_MOUSE",-19.1964553763,-19.0447381648,-18.8935151916,NA,-19.1815659224,NA,7,20,4,16,4,20,NA,NA,NA
"sp|P26041|MOES_MOUSE",-17.2549202784,-19.4703301553,-16.5158774461,-17.9766716173,-18.0348893881,-16.353345358,28,41,24,35,19,37,0.511090909090909,0.833333333333333,-0.2920738388
"sp|P26043|RADI_MOUSE",-19.1557455639,NA,-19.2138515216,NA,-19.0799101519,NA,1,16,1,15,1,17,NA,NA,NA
"sp|P26350|PTMA_MOUSE",-15.1079767207,-15.0127141449,-15.5168427995,-14.8656783108,-15.1521907604,-15.1058368277,2,2,1,2,2,2,0.611495297805643,0.908256880733945,-0.171275922066666
"sp|P26369|U2AF2_MOUSE",NA,-18.8937183307,NA,-19.0992785241,NA,-19.4049938129,1,3,2,3,2,4,NA,NA,NA
"sp|P26443|DHE3_MOUSE",NA,NA,-18.4863701722,NA,NA,-18.8984742529,7,5,3,3,4,4,NA,NA,NA
"sp|P26638|SYSC_MOUSE",-18.8938174976,NA,NA,-18.5785500241,NA,-18.9233377813,4,3,3,4,2,4,NA,NA,NA
"sp|P27048|RSMB_MOUSE",-18.1421583365,-17.6104298012,-17.6640974618,-17.8283501645,-17.8400076316,-17.8419224273,2,1,1,1,2,3,0.875789968652038,0.929712460063898,0.0311982079666677
"sp|P27612|PLAP_MOUSE",NA,NA,NA,NA,NA,-19.8332953803,2,NA,NA,1,NA,2,NA,NA,NA
"sp|P27659|RL3_MOUSE",-16.8049530642,-17.2339054171,-17.4403558107,-17.207773695,-16.823726322,-16.8813240278,12,11,8,9,8,11,0.584424764890282,0.904306220095694,-0.188796749066668
"sp|P27661|H2AX_MOUSE",-16.8434208559,-16.959680808,-16.5327653458,-16.8094232213,-15.5715513567,-17.2665041627,30,38,24,20,24,32,0.550793103448276,0.875621890547264,-0.229462756333334
"sp|P27773|PDIA3_MOUSE",-16.149150066,-16.1541369482,-15.8164731043,-15.7854342254,-15.5673689354,-16.0137049323,21,20,19,15,21,19,0.477760188087774,0.827777777777778,-0.251084008466666
"sp|P28063|PSB8_MOUSE",NA,-18.1187716784,-17.151638286,-17.7478960116,NA,-17.3238303857,3,3,1,2,1,2,0.770866771159875,0.929712460063898,-0.0993417835500026
"sp|P28352|APEX1_MOUSE",NA,-18.4212334133,NA,-18.1312665835,NA,NA,1,2,2,2,1,1,NA,NA,NA
"sp|P28656|NP1L1_MOUSE",NA,NA,NA,-18.6244418636,NA,NA,1,2,1,4,4,1,NA,NA,NA
"sp|P29341|PABP1_MOUSE",NA,NA,-18.1097598745,NA,NA,-18.9176965933,7,7,3,7,6,6,NA,NA,NA
"sp|P29351|PTN6_MOUSE",-16.9214199024,-17.0605532157,-16.5509201229,-16.5078449878,-16.6359767071,-16.6076580748,16,15,12,16,17,19,0.460177115987461,0.827777777777778,-0.2604711571
"sp|P30355|AL5AP_MOUSE",NA,NA,NA,-16.9678878091,NA,-17.3706734441,1,1,NA,3,1,3,NA,NA,NA
"sp|P30681|HMGB2_MOUSE",-17.2227666793,-17.0558450729,-16.8698501398,NA,NA,-17.4053580921,14,19,17,11,8,10,NA,NA,NA
"sp|P30993|C5AR1_MOUSE",NA,-18.4334306997,NA,NA,-18.7316184472,-19.6921175463,2,1,3,NA,2,2,NA,NA,NA
"sp|P31254|UBA1Y_MOUSE",NA,NA,NA,-19.2005462437,NA,NA,6,3,4,2,4,1,NA,NA,NA
"sp|P31725|S10A9_MOUSE",-15.4669289756,-15.151374767,-16.3459406318,-15.7590817326,-16.3203511245,-14.8794185772,12,10,10,9,8,7,0.935518808777429,0.933962264150943,-0.00179764670000182
"sp|P32067|LA_MOUSE",-18.4778767746,NA,NA,NA,-18.6902995465,NA,7,4,4,7,3,7,NA,NA,NA
"sp|P34022|RANG_MOUSE",-16.6003309412,NA,NA,NA,NA,NA,4,3,2,3,1,2,NA,NA,NA
"sp|P34884|MIF_MOUSE",NA,NA,NA,NA,-16.5450923434,NA,2,2,2,2,3,2,NA,NA,NA
"sp|P35278|RAB5C_MOUSE",-16.8557020212,-17.6979359852,-17.1897659175,-16.850657892,-17.5183446685,-17.7061040397,4,3,4,4,4,4,0.738619122257053,0.929712460063898,0.110567558766665
"sp|P35282|RAB21_MOUSE",NA,NA,-17.4753111133,-17.5307915095,-17.8455410588,-17.9742714968,1,1,1,1,1,1,NA,NA,NA
"sp|P35436|NMDE1_MOUSE",NA,NA,NA,NA,-21.5853593703,NA,2,2,1,NA,2,2,NA,NA,NA
"sp|P35441|TSP1_MOUSE",NA,NA,NA,NA,-20.0040826819,-19.2422596692,2,2,3,3,4,5,NA,NA,NA
"sp|P35550|FBRL_MOUSE",NA,-17.1333917275,NA,NA,NA,-17.8936146336,6,9,5,7,6,6,NA,NA,NA
"sp|P35564|CALX_MOUSE",-18.093355458,-18.9421506825,NA,-17.8463290065,NA,-18.0997569079,5,5,5,7,6,9,0.194894984326019,0.741573033707865,-0.544710113050002
"sp|P35700|PRDX1_MOUSE",-16.4298352466,-16.0751546018,-17.3688387326,-17.4367760174,-17.5366352119,-15.7017979905,11,13,11,8,10,11,0.515128526645768,0.835051546391753,0.267126879599999
"sp|P35821|PTN1_MOUSE",-18.746223106,NA,NA,NA,NA,NA,1,2,NA,1,1,2,NA,NA,NA
"sp|P35980|RL18_MOUSE",-16.4131414486,-15.3559565345,-15.9865950895,-17.5238235385,-16.3118604691,NA,5,5,4,5,5,5,0.0381300940438871,0.55,0.999277646266666
"sp|P36371|TAP2_MOUSE",-19.2282226012,-19.392633124,-18.8152697256,-19.1466064782,-19.1056800961,-19.4683262969,3,3,1,1,1,2,0.762315047021944,0.929712460063898,0.0948291401333314
"sp|P37040|NCPR_MOUSE",-19.5667010723,NA,NA,NA,NA,-19.5041471184,2,1,NA,1,NA,3,NA,NA,NA
"sp|P38060|HMGCL_MOUSE",-18.3213215658,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"sp|P38647|GRP75_MOUSE",-18.9771891892,-19.0503772643,-18.8278879886,-17.9553304481,-18.6850832506,-18.363946431,6,5,4,4,4,5,0.13076802507837,0.709677419354839,-0.617031437466665
"sp|P39054|DYN2_MOUSE",-20.0397668517,-19.348178012,-18.6950437566,-18.9092612379,-19.8448156732,-19.0156607414,5,5,4,4,6,3,0.75882131661442,0.929712460063898,-0.104416989266667
"sp|P39654|LOX15_MOUSE",NA,NA,NA,NA,NA,-19.2375610283,NA,NA,NA,3,3,7,NA,NA,NA
"sp|P40124|CAP1_MOUSE",-17.68517822,NA,-17.2747454143,-17.4658777936,-17.4141574799,-17.6221971103,15,17,14,16,13,17,0.89658934169279,0.929712460063898,0.0207823107833356
"sp|P40142|TKT_MOUSE",-16.5978058284,-15.9265400784,-15.886724703,-17.8488241829,-16.7953965344,-16.6661966284,22,21,21,20,22,21,0.0367931034482759,0.55,0.966448911966665
"sp|P41105|RL28_MOUSE",-15.8196702179,-16.5748199685,-16.2726221622,-16.4640877261,-16.5673697501,-16.0361818455,5,4,4,6,5,5,0.686076802507837,0.926530612244898,0.133508991033331
"sp|P41241|CSK_MOUSE",NA,-18.795857478,NA,-18.3831065515,NA,-18.9761683777,4,3,5,4,4,4,NA,NA,NA
"sp|P41245|MMP9_MOUSE",-19.7265091441,NA,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,NA,NA
"sp|P42208|SEPT2_MOUSE",NA,NA,NA,NA,-18.3238183086,-18.6188540489,NA,NA,NA,NA,1,1,NA,NA,NA
"sp|P42209|SEPT1_MOUSE",-18.4251279149,-16.9838091267,-18.0137919266,-18.3327991628,-17.5986183439,NA,5,6,5,3,5,5,0.66625078369906,0.926530612244898,0.158132430616668
"sp|P42225|STAT1_MOUSE",-19.437259637,-19.2135475001,NA,-18.4113505219,-19.4347038266,-17.8697877422,4,4,4,4,5,6,0.100495297805643,0.709677419354839,-0.753456204983333
"sp|P42932|TCPQ_MOUSE",-18.7976453529,-18.7173929066,-19.098037042,-17.6277987485,-18.4705662065,-17.8933774658,11,9,7,7,9,15,0.0456363636363636,0.56,-0.873777626900001
"sp|P43274|H14_MOUSE",-15.7364436962,-15.5329658763,-15.3344089933,-15.6646045262,-16.3209875249,-15.8356490546,37,38,37,29,35,30,0.285101880877743,0.769230769230769,0.405807513300001
"sp|P43275|H11_MOUSE",-15.8672944013,-15.5790227755,-14.8492964457,-15.1374420711,-15.5357508774,-15.4215771396,17,14,16,11,16,15,0.818341692789969,0.929712460063898,-0.0669478447999996
"sp|P43276|H15_MOUSE",-15.1555146915,-15.1847861618,-14.7448032611,-16.0849707674,-15.2438422952,-15.3028051144,19,24,23,19,20,21,0.202307210031348,0.741573033707865,0.515504687533333
"sp|P45376|ALDR_MOUSE",-16.5434942755,-17.7317448282,-18.3098868456,-17.426806438,-16.4360331996,-16.4486659191,13,11,11,9,8,12,0.0998495297805643,0.709677419354839,-0.757873464199999
"sp|P45952|ACADM_MOUSE",-18.6864562512,NA,-18.559209744,NA,-18.5856415416,-17.7759410577,3,3,2,2,2,4,0.269365203761755,0.758928571428571,-0.44204169795
"sp|P46061|RAGP1_MOUSE",NA,NA,NA,NA,NA,-19.5337419623,2,3,1,2,2,2,NA,NA,NA
"sp|P46460|NSF_MOUSE",NA,NA,-19.1627268335,NA,-19.3260983804,NA,3,3,1,3,2,2,NA,NA,NA
"sp|P46638|RB11B_MOUSE",-17.3093101009,NA,-17.0315123206,-17.5533432177,-17.3669920085,-16.5596350644,3,5,4,4,4,5,0.919747648902821,0.929936305732484,-0.0104211138833357
"sp|P47738|ALDH2_MOUSE",-17.441262659,-17.6794241799,-18.6089693424,-17.6311669446,-17.4669085366,-17.8661126525,6,7,4,4,4,5,0.494313479623824,0.828877005347594,-0.255156015866664
"sp|P47740|AL3A2_MOUSE",-19.1049722787,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"sp|P47753|CAZA1_MOUSE",NA,NA,-18.3150052676,NA,-18.584709818,NA,4,2,3,1,3,3,NA,NA,NA
"sp|P47757|CAPZB_MOUSE",-17.2391849153,-17.9660317803,NA,-18.0151926176,-17.8012494534,-18.1423983602,10,4,5,8,6,7,0.316826018808777,0.797385620915033,0.383671795933335
"sp|P47791|GSHR_MOUSE",-17.7046074359,-17.597943402,-18.4217769939,-18.6271757824,-18.7765474266,-18.9940310804,3,3,3,1,2,2,0.0409028213166144,0.56,0.89114215253333
"sp|P47911|RL6_MOUSE",-16.4361981338,-18.1294988881,-16.9657451424,-18.0945717932,-16.6647807926,-16.4562037806,7,8,7,8,9,11,0.767366771159875,0.929712460063898,-0.105295265966667
"sp|P47915|RL29_MOUSE",-16.6965706978,-16.764979569,-16.4690138369,NA,-16.6867043016,NA,2,2,2,4,4,4,NA,NA,NA
"sp|P47941|CRKL_MOUSE",-18.1944181234,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA
"sp|P47962|RL5_MOUSE",-16.6264708547,NA,NA,NA,NA,-18.177586349,9,7,3,5,3,7,NA,NA,NA
"sp|P47963|RL13_MOUSE",-16.2649726583,-17.1197975395,-17.0871423248,-15.5900673876,-17.4833519779,-16.539339367,6,5,5,6,5,5,0.472362068965517,0.827777777777778,-0.286384596699996
"sp|P47964|RL36_MOUSE",-16.7352898378,-16.4024014413,-15.5916351502,-16.4802369317,-16.6079813346,-16.6140292632,2,2,2,2,2,2,0.391735109717868,0.797385620915033,0.3243070334
"sp|P48036|ANXA5_MOUSE",-16.579666735,-17.1721384521,-16.7977752358,NA,-18.3087807377,-18.5024259389,14,10,9,9,9,10,0.00375548589341693,0.25,1.55574319733334
"sp|P48678|LMNA_MOUSE",NA,NA,NA,-19.2202034774,-19.3478285394,NA,3,4,5,9,6,10,NA,NA,NA
"sp|P48771|CX7A2_MOUSE",NA,NA,NA,-15.7853156974,NA,-15.9840719698,2,2,1,1,1,1,NA,NA,NA
"sp|P48962|ADT1_MOUSE",-18.1947778291,NA,NA,NA,NA,NA,6,6,8,8,8,6,NA,NA,NA
"sp|P49290|PERE_MOUSE",-18.4173733586,-18.2934409053,-18.2201927245,-15.8874146703,-16.786856664,-16.3205926703,11,9,9,26,26,25,0.000641065830721003,0,-1.97871432793333
"sp|P49312|ROA1_MOUSE",-17.8744123861,-18.5912431368,-17.6475570866,-17.7248713114,-17.7015908585,-18.1335794141,3,4,4,4,3,4,0.600330721003135,0.908256880733945,-0.184390341833332
"sp|P49710|HCLS1_MOUSE",-17.0206181599,-17.7031735311,-18.6212980456,-18.8033489,-16.8409572365,-17.7652865844,9,11,7,9,8,8,0.901241379310345,0.929712460063898,0.0215009947666687
"sp|P50247|SAHH_MOUSE",-15.7610224066,-15.628010725,-16.9543317174,-17.1411594489,-16.6610993381,-16.5006593632,15,13,10,11,9,10,0.133289968652038,0.709677419354839,0.653184433733337
"sp|P50295|ARY2_MOUSE",-18.2800395308,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"sp|P50580|PA2G4_MOUSE",-17.3815948454,-17.8763262315,-18.0853345307,-17.301764039,-18.4165067241,-18.0616824377,6,4,4,6,6,6,0.670608150470219,0.926530612244898,0.145565864399998
"sp|P51150|RAB7A_MOUSE",NA,NA,NA,NA,-17.401934861,-17.8730262465,2,2,3,4,3,4,NA,NA,NA
"sp|P51174|ACADL_MOUSE",-18.9444005768,NA,-18.6292922133,NA,-18.6165663787,-18.9932460441,5,5,3,3,2,5,0.903424764890282,0.929712460063898,0.0180598163500036
"sp|P51410|RL9_MOUSE",-16.9761411028,NA,NA,NA,NA,NA,5,4,1,3,2,3,NA,NA,NA
"sp|P51859|HDGF_MOUSE",NA,NA,NA,NA,NA,-18.0647196455,4,4,3,6,2,2,NA,NA,NA
"sp|P51881|ADT2_MOUSE",-17.8603723977,NA,-17.5702710206,-17.5982616775,-16.1407002461,-18.0028428758,11,11,13,12,10,9,0.282876175548589,0.765217391304348,-0.468053442683335
"sp|P52480|KPYM_MOUSE",-16.7307493849,-17.7432493159,-16.1654183278,-16.2565667172,-17.8272858342,-15.8888922165,19,13,16,18,16,16,0.578691222570533,0.904306220095694,-0.222224086899999
"sp|P53026|RL10A_MOUSE",-17.8430949336,-17.7915395405,-16.5337106358,NA,-17.6932702613,-18.0892659181,3,2,3,4,2,4,0.237706896551724,0.754901960784314,0.501819719733334
"sp|P54227|STMN1_MOUSE",-17.3979894957,NA,-16.9094537818,-17.2386631813,NA,NA,4,2,3,3,2,4,NA,NA,NA
"sp|P54822|PUR8_MOUSE",-18.8298198628,-18.8036296642,NA,-18.8671030892,NA,-18.8547006293,2,1,2,3,2,2,0.847692789968652,0.929712460063898,0.0441770957500012
"sp|P56135|ATPK_MOUSE",-16.855459192,NA,NA,-16.6408590255,NA,-16.918939856,1,1,1,1,1,1,NA,NA,NA
"sp|P56391|CX6B1_MOUSE",-16.3905472229,-16.6602270347,NA,NA,-16.2076196474,-15.4988084598,3,4,4,6,3,6,0.118103448275862,0.709677419354839,-0.672173075199998
"sp|P56395|CYB5_MOUSE",NA,NA,-17.0453767776,NA,NA,NA,1,1,3,2,1,2,NA,NA,NA
"sp|P56399|UBP5_MOUSE",-19.4335437144,-19.1710040222,-19.1150110027,-19.0093855554,-19.4645629015,-19.467200409,4,4,3,3,2,4,0.799492163009404,0.929712460063898,0.0738633755333318
"sp|P56400|GP1BB_MOUSE",NA,NA,-17.2960797782,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
"sp|P56480|ATPB_MOUSE",-16.5909590545,-16.503690662,-16.5658851983,-16.2387272889,-16.1907768455,-16.7298182241,10,9,8,8,8,10,0.618967084639498,0.908256880733945,-0.1670708521
"sp|P56959|FUS_MOUSE",-18.9500641884,NA,NA,NA,NA,-19.0044776242,4,4,4,2,3,4,NA,NA,NA
"sp|P57759|ERP29_MOUSE",-18.3442750107,-18.5463144836,NA,-17.9546835351,NA,NA,4,4,3,4,3,4,NA,NA,NA
"sp|P57776|EF1D_MOUSE",-16.7675311048,-17.3730004861,NA,-17.269790378,-17.2387457268,-17.5462732729,4,3,3,2,4,4,0.442998432601881,0.827777777777778,0.28133733045
"sp|P57780|ACTN4_MOUSE",-19.7421481724,NA,NA,NA,NA,NA,20,14,10,10,9,15,NA,NA,NA
"sp|P58252|EF2_MOUSE",-17.7557476444,-16.9949787517,-17.2830635881,-16.8643717115,-18.1124882985,-17.5660381428,15,17,16,19,18,20,0.634826018808777,0.909502262443439,0.169702722866667
"sp|P59325|IF5_MOUSE",-19.071549188,NA,NA,NA,NA,NA,3,2,3,3,3,3,NA,NA,NA
"sp|P59708|SF3B6_MOUSE",NA,NA,NA,NA,NA,-17.0189306779,NA,1,1,1,1,1,NA,NA,NA
"sp|P59999|ARPC4_MOUSE",-15.7352706165,-17.2798634725,NA,NA,-16.0647473276,-16.3057667835,9,8,6,8,6,6,0.446539184952978,0.827777777777778,-0.32230998895
"sp|P60122|RUVB1_MOUSE",NA,-18.4297607223,-17.3758181376,-18.3445745052,-17.550102372,-18.6573471262,3,4,3,3,4,2,0.479297805642633,0.827777777777778,0.281218571183338
"sp|P60335|PCBP1_MOUSE",-18.3693006961,NA,NA,-17.8046614095,NA,NA,4,4,4,4,6,4,NA,NA,NA
"sp|P60766|CDC42_MOUSE",-16.5008943254,-17.6367293245,-17.4090039341,-16.6928417639,-16.4171714759,-16.0955351762,6,5,4,6,5,6,0.0758918495297806,0.648648648648649,-0.780359722666667
"sp|P60843|IF4A1_MOUSE",NA,NA,NA,NA,NA,-18.3844578793,5,5,NA,6,5,7,NA,NA,NA
"sp|P60867|RS20_MOUSE",-15.3134586906,-15.2172685135,-15.0108365615,-15.460863476,-15.2532796321,-15.6026276635,4,3,3,3,3,3,0.461111285266458,0.827777777777778,0.258402335333333
"sp|P61027|RAB10_MOUSE",NA,-17.990665269,-17.2845179709,-17.4744458215,-17.4211652693,-17.7821493779,6,5,4,8,6,9,0.797863636363636,0.929712460063898,-0.078338130383333
"sp|P61028|RAB8B_MOUSE",NA,NA,NA,NA,-17.9953367135,-18.2942593006,6,NA,NA,6,4,7,NA,NA,NA
"sp|P61082|UBC12_MOUSE",-17.5037322433,-17.5445698829,NA,NA,NA,NA,2,3,1,1,1,1,NA,NA,NA
"sp|P61087|UBE2K_MOUSE",NA,-17.4771662251,NA,NA,-17.2445793683,NA,2,3,2,2,3,3,NA,NA,NA
"sp|P61089|UBE2N_MOUSE",NA,NA,-16.8442241315,-17.0323914875,NA,NA,3,3,2,3,2,4,NA,NA,NA
"sp|P61161|ARP2_MOUSE",-16.7919890242,-17.0875026763,-17.6555077056,-16.9824181286,-16.5917925321,-18.5852523279,7,6,5,5,4,6,0.591398119122257,0.904306220095694,0.2081545275
"sp|P61164|ACTZ_MOUSE",NA,NA,NA,NA,-18.5997529365,NA,2,2,1,2,1,2,NA,NA,NA
"sp|P61222|ABCE1_MOUSE",NA,-19.2806435335,NA,-19.3552976928,NA,NA,2,2,NA,1,2,3,NA,NA,NA
"sp|P61226|RAP2B_MOUSE",NA,-17.6278507407,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA
"sp|P61255|RL26_MOUSE",-17.3816583415,-16.908429632,NA,NA,NA,-17.0313865456,9,8,6,3,5,7,NA,NA,NA
"sp|P61358|RL27_MOUSE",-15.6243466447,-15.4085698551,-16.6025819406,-14.9100850593,-16.9612795442,-15.7170311225,7,6,5,6,7,6,0.912937304075235,0.929712460063898,-0.015700904800001
"sp|P61514|RL37A_MOUSE",-17.2483629413,NA,-16.5022812988,-16.4010829891,-16.7033279229,-16.7591193051,1,3,1,2,2,2,0.489313479623824,0.828877005347594,-0.254145381016667
"sp|P61804|DAD1_MOUSE",-16.6345222567,-16.8303928128,NA,-15.6482949334,NA,-15.7300208361,1,2,2,3,1,3,0.0176222570532915,0.55,-1.04329965
